dates,state,positivity_rate_cumulative,daily_positive_cases,daily_positivity_rate,daily_positive_cases_ma,daily_positivity_rate_ma,test_per_million
18 May,Assam,0.2796981371048604,9,0.002555366269165247,4.0,4.0,1064.340115447398
19 May,Assam,0.342932191847456,35,0.010876320696084525,11.0,11.0,1154.7155044259648
20 May,Assam,0.36105683459349247,29,0.004859249329758713,14.0,14.0,1322.3228137560104
21 May,Assam,0.39242219215155616,33,0.007102884201463625,16.714285714285715,16.714285714285715,1452.8026326479996
22 May,Assam,0.46423258231614417,56,0.013789706968726915,24.714285714285715,24.714285714285715,1566.853115756129
23 May,Assam,0.5446568992633061,70,0.01517121803207629,34.0,34.0,1696.434235938574
24 May,Assam,0.5689001264222503,49,0.008113926146713033,40.142857142857146,40.142857142857146,1866.0355330304212
25 May,Assam,0.7511173942223935,148,0.041283124128312414,60.0,60.0,1966.7178728340764
26 May,Assam,0.8478542131197181,90,0.03428571428571429,67.85714285714286,67.85714285714286,2040.4392513513972
27 May,Assam,,,,,,
28 May,Assam,,,,,,
29 May,Assam,,,,89.25,89.25,
30 May,Assam,1.1702894614693304,161,0.018157212134882146,112.0,112.0,2843.7354760107964
31 May,Assam,1.1659349019679734,87,0.011096938775510204,121.5,121.5,3063.9166598491943
01 June,Assam,,,,,,
02 June,Assam,,,,124.0,124.0,
03 June,Assam,1.319381973707053,159,0.025035427491733587,135.66666666666666,135.66666666666666,3559.0153958041838
04 June,Assam,1.494410993091732,316,0.05013485641757893,180.75,180.75,3736.030957249773
05 June,Assam,,,,,,
06 June,Assam,,,,187.33333333333334,187.33333333333334,
30 January,Bihar,,,,,,
31 January,Bihar,,,,,,
01 February,Bihar,,,,,,
02 February,Bihar,,,,,,
03 February,Bihar,,,,,,
04 February,Bihar,,,,,,
05 February,Bihar,,,,,,
06 February,Bihar,,,,,,
07 February,Bihar,,,,,,
08 February,Bihar,,,,,,
09 February,Bihar,,,,,,
10 February,Bihar,,,,,,
11 February,Bihar,,,,,,
12 February,Bihar,,,,,,
13 February,Bihar,,,,,,
14 February,Bihar,,,,,,
15 February,Bihar,,,,,,
16 February,Bihar,,,,,,
17 February,Bihar,,,,,,
18 February,Bihar,,,,,,
19 February,Bihar,,,,,,
20 February,Bihar,,,,,,
21 February,Bihar,,,,,,
22 February,Bihar,,,,,,
23 February,Bihar,,,,,,
24 February,Bihar,,,,,,
25 February,Bihar,,,,,,
26 February,Bihar,,,,,,
27 February,Bihar,,,,,,
28 February,Bihar,,,,,,
29 February,Bihar,,,,,,
01 March,Bihar,,,,,,
02 March,Bihar,,,,,,
03 March,Bihar,,,,,,
04 March,Bihar,,,,,,
05 March,Bihar,,,,,,
06 March,Bihar,,,,,,
07 March,Bihar,,,,,,
08 March,Bihar,,,,,,
09 March,Bihar,,,,,,
10 March,Bihar,,,,,,
11 March,Bihar,,,,,,
12 March,Bihar,,,,,,
13 March,Bihar,,,,,,
14 March,Bihar,,,,,,
15 March,Bihar,,,,,,
16 March,Bihar,,,,,,
17 March,Bihar,,,,,,
18 March,Bihar,,,,,,
19 March,Bihar,,,,,,
20 March,Bihar,,,,,,
21 March,Bihar,,,,,,
22 March,Bihar,,,,,,
23 March,Bihar,,,,,,
24 March,Bihar,,,,,,
25 March,Bihar,,,,,,
26 March,Bihar,,,,,,
27 March,Bihar,,,,,,
28 March,Bihar,,,,,,
29 March,Bihar,,,,,,
30 March,Bihar,,,,,,
31 March,Bihar,,,,,,
01 April,Bihar,,,,,,
02 April,Bihar,,,,,,
03 April,Bihar,,,,,,
04 April,Bihar,,,,,,
05 April,Bihar,,,,,,
06 April,Bihar,,,,,,
07 April,Bihar,,,,,,
08 April,Bihar,,,,,,
09 April,Bihar,0.8615507914245643,5,,,,39.992010892698765
10 April,Bihar,1.0995052226498077,17,,,,43.725987465729744
11 April,Bihar,0.976,1,,,,50.080157900093624
12 April,Bihar,0.9547963598388781,3,,,,53.70996774469241
13 April,Bihar,0.8949469916012667,1,,,,58.1971498925408
14 April,Bihar,0.802381260515077,-3,-0.00646551724137931,4.0,4.0,61.91510081504375
15 April,Bihar,0.7987413772237686,4,0.007462686567164179,4.0,4.0,66.20997515655579
16 April,Bihar,0.8139271987338911,6,0.010291595197255575,4.142857142857143,4.142857142857143,70.88145228547651
17 April,Bihar,0.8749736453721273,11,0.0171875,3.2857142857142856,3.2857142857142856,76.0096604544461
18 April,Bihar,0.8390918065153011,2,0.003105590062111801,3.4285714285714284,3.4285714285714284,81.16991992447176
19 April,Bihar,0.8562121917170777,7,0.011382113821138212,4.0,4.0,86.09780746184096
20 April,Bihar,0.8481314603763583,4,0.006968641114982578,4.428571428571429,4.428571428571429,90.69716916338557
21 April,Bihar,0.9584132011000916,19,0.027941176470588237,7.571428571428571,7.571428571428571,96.14589034291575
22 April,Bihar,1.0479272615194946,21,0.021450459652706845,10.0,10.0,103.99044627638641
23 April,Bihar,1.0736307580703663,12,0.01486988847583643,10.857142857142858,10.857142857142858,110.45679626444651
24 April,Bihar,1.1793084963816671,28,0.024582967515364356,13.285714285714286,13.285714285714286,119.58340424015957
25 April,Bihar,1.4982688070506767,62,0.06451612903225806,21.857142857142858,21.857142857142858,127.28372931887796
26 April,Bihar,1.4963910568628602,17,0.014705882352941176,23.285714285714285,23.285714285714285,136.5465553240793
27 April,Bihar,1.8042796633478189,73,0.0641476274165202,33.142857142857146,33.142857142857146,145.66515047452833
28 April,Bihar,1.7483577564426478,18,0.0111731843575419,33.0,33.0,158.57381197485645
29 April,Bihar,1.8083097261567516,37,0.026618705035971222,35.285714285714285,35.285714285714285,169.71163909183727
30 April,Bihar,1.8039872971065631,26,0.01742627345844504,37.285714285714285,37.285714285714285,181.66677438574763
01 May,Bihar,1.9321668463388342,57,0.03941908713692946,41.42857142857143,41.42857142857143,193.2533197175133
02 May,Bihar,1.8504120665526356,10,0.0062266500622665,34.0,34.0,206.12191709152134
03 May,Bihar,1.7995621683796519,9,0.007334963325183374,32.857142857142854,32.857142857142854,215.95365369046775
04 May,Bihar,1.8521785147292291,40,0.028694404591104734,28.142857142857142,28.142857142857142,227.1235321085046
05 May,Bihar,1.8373797367232816,4,0.008968609865470852,26.142857142857142,26.142857142857142,230.6972521762553
06 May,Bihar,1.837834151663939,10,0.0186219739292365,22.285714285714285,22.285714285714285,235.00013934303135
07 May,Bihar,1.8330484903320934,8,0.015594541910331383,19.714285714285715,19.714285714285715,239.11071870347104
08 May,Bihar,1.8601583113456464,17,0.03549060542797495,14.0,14.0,242.9488620049342
09 May,Bihar,1.85408215010142,21,0.017045454545454544,15.571428571428571,15.571428571428571,252.82066273020067
10 May,Bihar,1.9987756351392716,68,0.06082289803220036,24.0,24.0,261.77900137536943
11 May,Bihar,2.059892677860481,61,0.030622489959839357,27.0,27.0,277.7405493012873
12 May,Bihar,2.1266363879241252,82,0.029624277456647398,38.142857142857146,38.142857142857146,299.9200496320807
13 May,Bihar,2.3218983882091497,113,0.06573589296102385,52.857142857142854,52.857142857142854,313.69409626092244
14 May,Bihar,2.3785003187680838,61,0.03735456215554195,60.42857142857143,60.42857142857143,326.7790399170589
15 May,Bihar,2.368390198147497,40,0.02147074610842727,63.714285714285715,63.714285714285715,341.70693338391885
16 May,Bihar,2.442489851150203,73,0.043067846607669616,71.14285714285714,71.14285714285714,355.2886722064242
17 May,Bihar,2.608847777121739,110,0.07919366450683946,77.14285714285714,77.14285714285714,366.418486498141
18 May,Bihar,2.959826368201549,198,0.15627466456195738,96.71428571428571,96.71428571428571,376.57073610764803
19 May,Bihar,2.956707473844511,104,0.02915615363050182,99.85714285714286,99.85714285714286,405.15248382438944
20 May,Bihar,3.011562751822492,112,0.040028591851322376,99.71428571428571,99.71428571428571,427.5723689131034
21 May,Bihar,3.3775048480930834,274,0.11754611754611755,130.14285714285714,130.14285714285714,446.2502646035223
22 May,Bihar,3.5874899540021548,217,0.0778056651129437,155.42857142857142,155.42857142857142,468.5980342648601
23 May,Bihar,3.828814113034956,246,0.08981380065717415,180.14285714285714,180.14285714285714,490.5451626629971
24 May,Bihar,3.933104281388745,163,0.0646568821896073,187.71428571428572,187.71428571428572,510.7454951535789
25 May,Bihar,,,,,,
26 May,Bihar,,,,202.4,202.4,
27 May,Bihar,,,,225.0,225.0,
28 May,Bihar,4.419779437922448,96,0.04769001490312966,180.5,180.5,563.1012954286527
29 May,Bihar,4.533879539415412,170,0.08581524482584553,168.75,168.75,578.9747022766664
30 May,Bihar,4.749151212649975,235,0.14046622833233713,166.0,166.0,592.3801589433634
31 May,Bihar,4.87476398589857,181,0.10011061946902655,170.5,170.5,606.8673470207026
01 June,Bihar,4.9583813548469715,180,0.0764980875478113,172.4,172.4,625.7215248669298
02 June,Bihar,4.973407195411053,177,0.053265121877821245,173.16666666666666,173.16666666666666,652.3481432192516
03 June,Bihar,5.043137532603949,224,0.06755126658624849,180.42857142857142,180.42857142857142,678.9186717947252
04 June,Bihar,5.004925662133548,147,0.041015625,187.71428571428572,187.71428571428572,707.636637540955
05 June,Bihar,4.951960218926477,131,0.03649025069637883,182.14285714285714,182.14285714285714,736.4026802387688
06 June,Bihar,4.969991515925969,194,0.05434173669467787,176.28571428571428,176.28571428571428,765.0084664313022
30 January,Chandigarh,,,,,,
31 January,Chandigarh,,,,,,
01 February,Chandigarh,,,,,,
02 February,Chandigarh,,,,,,
03 February,Chandigarh,,,,,,
04 February,Chandigarh,,,,,,
05 February,Chandigarh,,,,,,
06 February,Chandigarh,,,,,,
07 February,Chandigarh,,,,,,
08 February,Chandigarh,,,,,,
09 February,Chandigarh,,,,,,
10 February,Chandigarh,,,,,,
11 February,Chandigarh,,,,,,
12 February,Chandigarh,,,,,,
13 February,Chandigarh,,,,,,
14 February,Chandigarh,,,,,,
15 February,Chandigarh,,,,,,
16 February,Chandigarh,,,,,,
17 February,Chandigarh,,,,,,
18 February,Chandigarh,,,,,,
19 February,Chandigarh,,,,,,
20 February,Chandigarh,,,,,,
21 February,Chandigarh,,,,,,
22 February,Chandigarh,,,,,,
23 February,Chandigarh,,,,,,
24 February,Chandigarh,,,,,,
25 February,Chandigarh,,,,,,
26 February,Chandigarh,,,,,,
27 February,Chandigarh,,,,,,
28 February,Chandigarh,,,,,,
29 February,Chandigarh,,,,,,
01 March,Chandigarh,,,,,,
02 March,Chandigarh,,,,,,
03 March,Chandigarh,,,,,,
04 March,Chandigarh,,,,,,
05 March,Chandigarh,,,,,,
06 March,Chandigarh,,,,,,
07 March,Chandigarh,,,,,,
08 March,Chandigarh,,,,,,
09 March,Chandigarh,,,,,,
10 March,Chandigarh,,,,,,
11 March,Chandigarh,,,,,,
12 March,Chandigarh,,,,,,
13 March,Chandigarh,,,,,,
14 March,Chandigarh,,,,,,
15 March,Chandigarh,,,,,,
16 March,Chandigarh,,,,,,
17 March,Chandigarh,,,,,,
18 March,Chandigarh,,,,,,
19 March,Chandigarh,,,,,,
20 March,Chandigarh,,,,,,
21 March,Chandigarh,,,,,,
22 March,Chandigarh,,,,,,
23 March,Chandigarh,,,,,,
24 March,Chandigarh,,,,,,
25 March,Chandigarh,,,,,,
26 March,Chandigarh,,,,,,
27 March,Chandigarh,,,,,,
28 March,Chandigarh,,,,,,
29 March,Chandigarh,,,,,,
30 March,Chandigarh,,,,,,
31 March,Chandigarh,,,,,,
01 April,Chandigarh,,,,,,
02 April,Chandigarh,,,,,,
03 April,Chandigarh,,,,,,
04 April,Chandigarh,,,,,,
05 April,Chandigarh,,,,,,
06 April,Chandigarh,,,,,,
07 April,Chandigarh,,,,,,
08 April,Chandigarh,,,,,,
09 April,Chandigarh,,,,,,
10 April,Chandigarh,,,,,,
11 April,Chandigarh,7.196969696969697,0,,,,227.88619156424016
12 April,Chandigarh,7.526881720430108,2,,,,240.83427063039017
13 April,Chandigarh,7.094594594594595,0,,,,255.50876023869353
14 April,Chandigarh,6.796116504854369,0,,,,266.7304287626902
15 April,Chandigarh,6.624605678233438,0,0.0,0.4,0.4,273.63607093130355
16 April,Chandigarh,6.231454005934718,0,0.0,0.3333333333333333,0.3333333333333333,290.90017635283687
17 April,Chandigarh,5.865921787709497,0,0.0,0.2857142857142857,0.2857142857142857,309.0274870454469
18 April,Chandigarh,6.036745406824147,2,0.08695652173913043,0.5714285714285714,0.5714285714285714,328.8812082802102
19 April,Chandigarh,6.046511627906977,3,0.061224489795918366,0.7142857142857143,0.7142857142857143,371.17826656296694
20 April,Chandigarh,5.739514348785872,0,0.0,0.7142857142857143,0.7142857142857143,391.03198779773027
21 April,Chandigarh,5.4325955734406435,1,0.022727272727272728,0.8571428571428571,0.8571428571428571,429.0130197251037
22 April,Chandigarh,5.103969754253308,0,0.0,0.8571428571428571,0.8571428571428571,456.635588399557
23 April,Chandigarh,4.507512520868113,0,0.0,0.8571428571428571,0.8571428571428571,517.0599573749237
24 April,Chandigarh,4.231974921630094,0,0.0,0.8571428571428571,0.8571428571428571,550.7249629469137
25 April,Chandigarh,3.8147138964577656,1,0.010416666666666666,0.7142857142857143,0.7142857142857143,633.5926689702738
26 April,Chandigarh,3.9682539682539684,2,0.09090909090909091,0.5714285714285714,0.5714285714285714,652.5831849339605
27 April,Chandigarh,4.744958481613286,10,0.11494252873563218,2.0,2.0,727.6820435176305
28 April,Chandigarh,6.0606060606060606,16,0.19753086419753085,4.142857142857143,4.142857142857143,797.6016704748406
29 April,Chandigarh,6.620553359683795,11,0.125,5.714285714285714,5.714285714285714,873.5637343295873
30 April,Chandigarh,6.451612903225806,7,0.05185185185185185,6.714285714285714,6.714285714285714,990.0964459249374
01 May,Chandigarh,7.0287539936102235,14,0.13333333333333333,8.714285714285714,8.714285714285714,1080.7329993879875
02 May,Chandigarh,6.429548563611491,6,0.02857142857142857,9.428571428571429,9.428571428571429,1262.0061063140877
03 May,Chandigarh,6.002475247524752,3,0.01948051948051948,9.571428571428571,9.571428571428571,1394.9397180598944
04 May,Chandigarh,6.0786650774731825,5,0.08064516129032258,8.857142857142858,8.857142857142858,1448.4584448666478
05 May,Chandigarh,6.713368359603035,13,0.37142857142857144,8.428571428571429,8.428571428571429,1478.6706293543311
06 May,Chandigarh,6.722689075630252,5,0.06944444444444445,7.571428571428571,7.571428571428571,1540.8214088718512
07 May,Chandigarh,6.991869918699187,9,0.15,7.857142857142857,7.857142857142857,1592.6137251364512
08 May,Chandigarh,7.63199163617355,17,0.25,8.285714285714286,8.285714285714286,1651.3116835696646
09 May,Chandigarh,8.223844282238442,23,0.1619718309859155,10.714285714285714,10.714285714285714,1773.8868320625513
10 May,Chandigarh,8.0765639589169,4,0.04597701149425287,10.857142857142858,10.857142857142858,1848.9856906462214
11 May,Chandigarh,7.946715663757464,0,0.0,10.142857142857142,10.142857142857142,1879.1978751339047
12 May,Chandigarh,8.216168717047452,14,0.1414141414141414,10.285714285714286,10.285714285714286,1964.6551969704947
13 May,Chandigarh,7.809917355371901,2,0.013888888888888888,9.857142857142858,9.857142857142858,2088.9567560055348
14 May,Chandigarh,7.624750499001996,2,0.023529411764705882,8.857142857142858,8.857142857142858,2162.3292040470515
15 May,Chandigarh,7.385924207269915,0,0.0,6.428571428571429,6.428571428571429,2232.248831004262
16 May,Chandigarh,7.0272259013980864,0,0.0,3.142857142857143,3.142857142857143,2346.191926786382
17 May,Chandigarh,6.792318634423897,0,0.0,2.5714285714285716,2.5714285714285716,2427.3332222675886
18 May,Chandigarh,6.77731673582296,5,0.0625,3.2857142857142856,3.2857142857142856,2496.389643953722
19 May,Chandigarh,6.5654899373144175,3,0.02158273381294964,1.7142857142857142,1.7142857142857142,2616.3751766333785
20 May,Chandigarh,,,,,,
21 May,Chandigarh,,,,1.6,1.6,
22 May,Chandigarh,6.202209005947323,3,0.018518518518518517,2.2,2.2,3047.9778121717122
23 May,Chandigarh,6.001600426780475,6,0.027522935779816515,3.4,3.4,3236.156561266426
24 May,Chandigarh,6.096311475409836,13,0.08387096774193549,6.0,6.0,3369.953378283309
25 May,Chandigarh,6.505258009293225,28,0.15135135135135136,10.6,10.6,3529.6463534324926
26 May,Chandigarh,6.608034228666508,12,0.1016949152542373,12.4,12.4,3631.5045754195394
27 May,Chandigarh,6.4404432132963985,1,0.008,10.5,10.5,3739.4052343041226
28 May,Chandigarh,6.469666442802776,10,0.07407407407407407,10.428571428571429,10.428571428571429,3855.9379458994727
29 May,Chandigarh,6.361435174994497,0,0.0,10.0,10.0,3921.5415465012998
30 May,Chandigarh,6.209712075633863,0,0.0,9.142857142857142,9.142857142857142,4017.3573315908097
31 May,Chandigarh,6.123301985370951,4,0.030534351145038167,7.857142857142857,7.857142857142857,4130.437222101853
01 June,Chandigarh,6.104651162790698,1,0.03225806451612903,4.0,4.0,4157.196585505229
02 June,Chandigarh,6.140350877192983,7,0.08139534883720931,3.2857142857142856,3.2857142857142856,4231.432238817823
03 June,Chandigarh,6.047819971870605,0,0.0,3.142857142857143,3.142857142857143,4296.172634148573
04 June,Chandigarh,5.969559201423206,1,0.012195121951219513,1.8571428571428572,1.8571428571428572,4366.9554663768595
05 June,Chandigarh,6.033977738722906,7,0.11290322580645161,2.857142857142857,2.857142857142857,4420.474193183613
06 June,Chandigarh,5.900324613328241,0,0.0,2.857142857142857,2.857142857142857,4520.6060046285065
30 January,Chhattisgarh,,,,,,
31 January,Chhattisgarh,,,,,,
01 February,Chhattisgarh,,,,,,
02 February,Chhattisgarh,,,,,,
03 February,Chhattisgarh,,,,,,
04 February,Chhattisgarh,,,,,,
05 February,Chhattisgarh,,,,,,
06 February,Chhattisgarh,,,,,,
07 February,Chhattisgarh,,,,,,
08 February,Chhattisgarh,,,,,,
09 February,Chhattisgarh,,,,,,
10 February,Chhattisgarh,,,,,,
11 February,Chhattisgarh,,,,,,
12 February,Chhattisgarh,,,,,,
13 February,Chhattisgarh,,,,,,
14 February,Chhattisgarh,,,,,,
15 February,Chhattisgarh,,,,,,
16 February,Chhattisgarh,,,,,,
17 February,Chhattisgarh,,,,,,
18 February,Chhattisgarh,,,,,,
19 February,Chhattisgarh,,,,,,
20 February,Chhattisgarh,,,,,,
21 February,Chhattisgarh,,,,,,
22 February,Chhattisgarh,,,,,,
23 February,Chhattisgarh,,,,,,
24 February,Chhattisgarh,,,,,,
25 February,Chhattisgarh,,,,,,
26 February,Chhattisgarh,,,,,,
27 February,Chhattisgarh,,,,,,
28 February,Chhattisgarh,,,,,,
29 February,Chhattisgarh,,,,,,
01 March,Chhattisgarh,,,,,,
02 March,Chhattisgarh,,,,,,
03 March,Chhattisgarh,,,,,,
04 March,Chhattisgarh,,,,,,
05 March,Chhattisgarh,,,,,,
06 March,Chhattisgarh,,,,,,
07 March,Chhattisgarh,,,,,,
08 March,Chhattisgarh,,,,,,
09 March,Chhattisgarh,,,,,,
10 March,Chhattisgarh,,,,,,
11 March,Chhattisgarh,,,,,,
12 March,Chhattisgarh,,,,,,
13 March,Chhattisgarh,,,,,,
14 March,Chhattisgarh,,,,,,
15 March,Chhattisgarh,,,,,,
16 March,Chhattisgarh,,,,,,
17 March,Chhattisgarh,,,,,,
18 March,Chhattisgarh,,,,,,
19 March,Chhattisgarh,,,,,,
20 March,Chhattisgarh,,,,,,
21 March,Chhattisgarh,,,,,,
22 March,Chhattisgarh,,,,,,
23 March,Chhattisgarh,,,,,,
24 March,Chhattisgarh,,,,,,
25 March,Chhattisgarh,,,,,,
26 March,Chhattisgarh,,,,,,
27 March,Chhattisgarh,,,,,,
28 March,Chhattisgarh,,,,,,
29 March,Chhattisgarh,,,,,,
30 March,Chhattisgarh,,,,,,
31 March,Chhattisgarh,,,,,,
01 April,Chhattisgarh,,,,,,
02 April,Chhattisgarh,,,,,,
03 April,Chhattisgarh,,,,,,
04 April,Chhattisgarh,,,,,,
05 April,Chhattisgarh,,,,,,
06 April,Chhattisgarh,,,,,,
07 April,Chhattisgarh,,,,,,
08 April,Chhattisgarh,,,,,,
09 April,Chhattisgarh,,,,,,
10 April,Chhattisgarh,,,,,,
11 April,Chhattisgarh,0.4665629860031104,0,,,,131.06297474021045
12 April,Chhattisgarh,0.7858048162230672,13,,,,134.0185161612572
13 April,Chhattisgarh,0.7082476582133882,0,,,,148.69430804507547
14 April,Chhattisgarh,0.685785536159601,2,,,,163.47201515030915
15 April,Chhattisgarh,0.6442795782897306,0,,,,174.00325469656764
16 April,Chhattisgarh,0.5979344084073202,0,0.0,2.5,2.5,187.49003566387287
17 April,Chhattisgarh,0.6232686980609419,3,0.011673151750972763,2.5714285714285716,2.5714285714285716,196.22077296512586
18 April,Chhattisgarh,0.6232686980609419,0,,2.5714285714285716,2.5714285714285716,196.22077296512586
19 April,Chhattisgarh,0.5393258426966292,0,0.0,0.7142857142857143,0.7142857142857143,226.76136764927548
20 April,Chhattisgarh,0.4736218918563347,0,0.0,0.7142857142857143,0.7142857142857143,258.21919932616373
21 April,Chhattisgarh,0.43520309477756286,0,0.0,0.42857142857142855,0.42857142857142855,281.0142371827426
22 April,Chhattisgarh,0.39045553145336226,0,0.0,0.42857142857142855,0.42857142857142855,313.21944715001047
23 April,Chhattisgarh,0.34796056446936013,0,0.0,0.42857142857142855,0.42857142857142855,351.47162692125903
24 April,Chhattisgarh,0.3161777621640611,0,0.0,0.0,0.0,386.8022370119327
25 April,Chhattisgarh,0.2937440457288028,1,0.0008264462809917355,0.14285714285714285,0.14285714285714285,427.90804298281256
26 April,Chhattisgarh,0.2683882199332656,0,0.0,0.14285714285714285,0.14285714285714285,468.33441414425647
27 April,Chhattisgarh,0.24688062987922865,0,0.0,0.14285714285714285,0.14285714285714285,509.13447445089014
28 April,Chhattisgarh,0.24146914913897186,1,0.0013333333333333333,0.2857142857142857,0.2857142857142857,534.6132798047413
29 April,Chhattisgarh,0.22966275837060315,0,0.0,0.2857142857142857,0.2857142857142857,562.0964178464287
30 April,Chhattisgarh,0.22803717005871957,2,0.0020100502512562816,0.5714285714285714,0.5714285714285714,595.8982996158713
01 May,Chhattisgarh,0.23837241532235712,3,0.006024096385542169,1.0,1.0,612.8162263708285
02 May,Chhattisgarh,,,,,,
03 May,Chhattisgarh,,,,1.2,1.2,
04 May,Chhattisgarh,,,,,,
05 May,Chhattisgarh,,,,1.6666666666666667,1.6666666666666667,
06 May,Chhattisgarh,0.2659095006309717,1,0.0011560693641618498,2.0,2.0,753.7649775883332
07 May,Chhattisgarh,,,,,,
08 May,Chhattisgarh,,,,1.0,1.0,
09 May,Chhattisgarh,0.2407573655431323,0,0.0,0.5,0.5,832.5114720019693
10 May,Chhattisgarh,0.23336761332173087,0,0.0,0.3333333333333333,0.3333333333333333,858.8735426080873
11 May,Chhattisgarh,,,,,,
