state,dates,cum_positive_cases,cum_positivity_rate,daily_positive_cases,cum_recovered,daily_recovered,cum_deceased,daily_deceased,daily_positivity_rate,daily_positive_cases_ma,daily_positivity_rate_ma,daily_tests,cum_tests,test_per_million,daily_cases_per_million,daily_tests_per_million,daily_tests_ma,daily_deceased_ma,cfr1_point,cfr2_point,cfr3_point,cfr3_l95,cfr3_u95,cfr3_l50,cfr3_u50,dbt_point,dbt_l95,dbt_u95,rt_point,rt_sd,rt_l95,rt_u95,rt_l50,rt_u50,t_end
Anantapur,2020-02-09,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60136419112061,1.97327516482681,0.232297945504068,7.63735439700712,6.442700984186129,6.442700984186129,20.0
Anantapur,2020-02-10,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60182477631664,2.00198804992958,0.237469067466432,7.7600807927740805,6.557718734874309,6.557718734874309,21.0
Anantapur,2020-02-11,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.57115233536817,1.97086661854877,0.25395330349642803,7.55003796525026,6.39043560574668,6.39043560574668,22.0
Anantapur,2020-02-12,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.59538724687454,1.99922757260086,0.232603112343934,7.79258242458682,6.563518474329059,6.563518474329059,23.0
Anantapur,2020-02-13,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.6039460339088,2.01594237394685,0.240603393277466,7.77872204933558,6.5342237405075805,6.5342237405075805,24.0
Anantapur,2020-02-14,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.62572294452214,2.0079725598887603,0.24196313143368603,7.7318869772478305,6.5517036577291,6.5517036577291,25.0
Anantapur,2020-02-15,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60437607364614,1.9839762304177901,0.23618993885432998,7.7059994258684,6.47516722110106,6.47516722110106,26.0
Anantapur,2020-02-16,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.61113493617879,2.0074058897961202,0.23858757913596998,7.72406732094357,6.561987647447269,6.561987647447269,27.0
Anantapur,2020-02-17,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.58438502197562,1.98412965999778,0.246815432920069,7.73968565137186,6.48486366785629,6.48486366785629,28.0
Anantapur,2020-02-18,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.61298603109594,2.01243000803226,0.23762583211845997,7.73233717099483,6.56372375463293,6.56372375463293,29.0
Anantapur,2020-02-19,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.5981659305200098,2.0042640774489997,0.21967497123917104,7.708830756638861,6.4545386116520405,6.4545386116520405,30.0
Anantapur,2020-02-20,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60083831988802,1.97376668703843,0.24198419318158898,7.5572157468587005,6.41739761769725,6.41739761769725,31.0
Anantapur,2020-02-21,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.59104102580288,2.00081127115147,0.24116604624972499,7.762326622827341,6.5674255116490805,6.5674255116490805,32.0
Anantapur,2020-02-22,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.58213660417683,1.9830238349841398,0.24486378724007699,7.64909539453112,6.399307647779749,6.399307647779749,33.0
Anantapur,2020-02-23,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.62530631653921,2.02640469391491,0.236293396778225,7.790683499574901,6.58910009168332,6.58910009168332,34.0
Anantapur,2020-02-24,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.55813659009431,2.00304214320845,0.22347878639007698,7.5819232335761395,6.42996190303099,6.42996190303099,35.0
Anantapur,2020-02-25,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60717053153945,1.98806433204703,0.236952610144544,7.67225164029252,6.45480692651651,6.45480692651651,36.0
Anantapur,2020-02-26,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60467573238888,1.99227696832012,0.24690288435146998,7.70166578153433,6.429992609960361,6.429992609960361,37.0
Anantapur,2020-02-27,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.5841409466160603,1.98927708064428,0.227735882263082,7.572546843116879,6.46541310851152,6.46541310851152,38.0
Anantapur,2020-02-28,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.62855824904784,2.03133921223425,0.24246505527868498,7.8503841693653795,6.5477097453944095,6.5477097453944095,39.0
Anantapur,2020-02-29,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.636637797979,2.0402743428147803,0.236132578293288,7.927775527429559,6.6131680278945195,6.6131680278945195,40.0
Anantapur,2020-03-01,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60859858581941,1.9807957638312599,0.24297239559379,7.65321011079207,6.494708489292231,6.494708489292231,41.0
Anantapur,2020-03-02,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60532385685713,1.99007526843412,0.24594195341164302,7.69337682473204,6.477087113373309,6.477087113373309,42.0
Anantapur,2020-03-03,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.62156164498025,2.03388458823297,0.23201838426737398,7.81261273376259,6.510519338145831,6.510519338145831,43.0
Anantapur,2020-03-04,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.57982239041369,1.98322732752166,0.23434436593420396,7.69189624885174,6.45129265113037,6.45129265113037,44.0
Anantapur,2020-03-05,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.56030555631024,1.9608012762676699,0.235222059598897,7.65895472079308,6.4058865673687,6.4058865673687,45.0
Anantapur,2020-03-06,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.59327732434394,1.9878383005679199,0.237972038194744,7.71660579587468,6.42466663228523,6.42466663228523,46.0
Anantapur,2020-03-07,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.6092020415499704,2.03566295683169,0.24011325006733303,7.8008666457116,6.593774287563361,6.593774287563361,47.0
Anantapur,2020-03-08,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.6130329312857,2.0127160014233403,0.233607835643209,7.73075080360031,6.595019785720989,6.595019785720989,48.0
Anantapur,2020-03-09,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.62576579563054,2.0072214753102697,0.226535571665174,7.7841208374717805,6.493680350223,6.493680350223,49.0
Anantapur,2020-03-10,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60801397217461,1.98362160761526,0.235739279939687,7.824230906168291,6.49897531706598,6.49897531706598,50.0
Anantapur,2020-03-11,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60861472993229,2.00501168103082,0.23120596363920498,7.7148435687317,6.53637440113159,6.53637440113159,51.0
Anantapur,2020-03-12,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.6099310876517796,2.01830738953706,0.246462847216192,7.821899329734559,6.53016860635008,6.53016860635008,52.0
Anantapur,2020-03-13,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.6129015186682403,2.0275426460745902,0.24000335095748,7.863216741180071,6.60221252816602,6.60221252816602,53.0
Anantapur,2020-03-14,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60728254388429,2.00717610634029,0.23889839226930998,7.73100592714321,6.49755791029302,6.49755791029302,54.0
