dates,state,cum_positive_cases,cum_positivity_rate,cum_recovered,cum_deceased,daily_positive_cases,daily_positivity_rate,daily_positive_cases_ma,daily_positivity_rate_ma,daily_tests,cum_tested,test_per_million,daily_cases_per_million,daily_tests_per_million,daily_tests_ma,daily_deceased_ma
18 July,S.P.S. Nellore,1995,2.594683175528041,788,21,278,18.796484110885732,137.71428571428572,7.993132392216711,1479,76888,25922.41212481651,1336.1060146010798,8048.3277266103905,1747.3333333333333,2.0
19 July,S.P.S. Nellore,2386,3.103215066070128,802,21,391,,175.85714285714286,9.258298755186722,,76888,25922.41212481651,1699.548427858704,,1542.4,2.2
20 July,S.P.S. Nellore,2486,3.1218997626552474,958,21,100,3.645643456069996,176.0,8.34500466853408,2743,79631,26847.201122558312,1373.5291202333583,11321.332316503724,1713.6,2.25
21 July,S.P.S. Nellore,2683,3.369290854064372,988,21,197,,180.57142857142858,7.076685537828101,,79631,26847.201122558312,1666.8453535674334,,1943.0,2.25
22 July,S.P.S. Nellore,3010,3.483070656576176,988,22,327,4.818034477677914,220.85714285714286,6.259404152873909,6787,86418,29135.404887659883,2038.0421040281421,16706.550931498186,3323.0,2.25
23 July,S.P.S. Nellore,3448,3.9899095095929087,1914,22,438,,265.42857142857144,6.259404152873909,,86418,29135.404887659883,2696.4864760987725,,3323.0,2.0
24 July,S.P.S. Nellore,3726,3.957262415565657,1914,22,278,3.592659601964332,287.0,5.243505627567077,7738,94156,31744.23363885422,2746.7210953709305,16221.399138661709,4686.75,2.0
25 July,S.P.S. Nellore,4025,4.274820510641914,1914,23,299,,290.0,4.082696316886727,,94156,31744.23363885422,2634.1146333783086,,5756.0,1.0
26 July,S.P.S. Nellore,4354,4.340630856960561,1914,28,329,5.347854356306892,281.14285714285717,4.415029888983774,6152,100308,33818.35026813149,2571.405645562058,16063.278088737938,5855.0,2.3333333333333335
27 July,S.P.S. Nellore,4776,4.61306649151953,1914,28,422,13.089330024813895,327.14285714285717,5.673402786494289,3224,103532,34905.3060569465,2040.06497460286,14540.056545975465,5975.25,2.3333333333333335
28 July,S.P.S. Nellore,5145,4.969478035776378,1914,32,369,,351.7142857142857,5.673402786494289,,103532,34905.3060569465,2679.629221309458,,5975.25,2.75
29 July,S.P.S. Nellore,5753,5.246550481974958,1914,37,608,9.933017480803791,391.85714285714283,7.045405638046051,6121,109653,36968.97118825441,3402.805451771057,23797.049440979717,5808.75,3.75
30 July,S.P.S. Nellore,6455,5.638933538332518,2079,38,702,14.56733762191326,429.57142857142856,8.337491979753333,4819,114472,38593.67340484855,3427.7541888592427,23623.08257155399,5610.8,3.2
31 July,S.P.S. Nellore,7316,6.391082535467189,2194,42,861,,512.8571428571429,10.144713526284702,,114472,38593.67340484855,3498.217513878578,,5079.0,3.3333333333333335
01 August,S.P.S. Nellore,7875,6.314751258940886,2635,44,559,5.461117624071903,550.0,8.57554333595182,10236,124708,42044.690605317046,3127.3579085136553,20497.410388519267,6110.4,3.5
02 August,S.P.S. Nellore,8323,6.472056547873622,3233,50,448,11.513749678745823,567.0,9.681524159626736,3891,128599,43356.52217302151,2884.276294451738,17812.723990773015,5658.2,3.6666666666666665
03 August,S.P.S. Nellore,8823,6.687941542099997,3531,57,500,15.037593984962406,578.1428571428571,9.921808960270498,3325,131924,44477.52961651094,2637.148939240385,15345.496179808919,5678.4,4.142857142857143
04 August,S.P.S. Nellore,9380,6.933305738086615,3997,64,557,16.552748885586926,605.0,10.624429259690777,3365,135289,45612.022863831815,3286.1532486289993,21626.846459403347,5292.833333333333,4.571428571428571
05 August,S.P.S. Nellore,9917,7.16023711020137,4312,68,537,16.718555417185556,594.8571428571429,11.449667221297837,3212,138501,46694.93291149739,3414.605530123577,20422.901322350495,4808.0,4.428571428571429
06 August,S.P.S. Nellore,10705,7.431756963150149,5263,74,788,14.216128450297672,607.1428571428571,11.460165020965778,5543,144044,48563.72817744081,3482.034549280836,21471.422570245868,4928.666666666667,5.142857142857143
07 August,S.P.S. Nellore,11646,7.755210761137378,5777,83,941,15.360757427358799,618.5714285714286,12.129531066166171,6126,150170,50629.079034227645,3429.1027692423877,21219.23803859772,5099.714285714285,5.857142857142857
08 August,S.P.S. Nellore,12524,8.053397808529246,6182,91,878,16.435791838262823,664.1428571428571,15.092195818724841,5342,155512,52430.108135918024,3398.422565525835,20944.46478553189,4400.571428571428,6.714285714285714
09 August,S.P.S. Nellore,13220,8.246213727887422,6524,95,696,14.487926727726894,699.5714285714286,15.439669577828925,4804,160316,54049.75317607538,3647.909936407692,21210.472266107274,4531.0,6.428571428571429
10 August,S.P.S. Nellore,13731,8.370723499719574,6930,100,511,13.736559139784946,701.1428571428571,15.284005979073244,3720,164036,55303.932932400385,2584.217159201937,15845.482356859993,4587.428571428572,6.142857142857143
11 August,S.P.S. Nellore,14095,8.490810407040836,7555,105,364,18.505338078291814,673.5714285714286,15.351305593540404,1967,166003,55967.097335812025,3042.3973443755094,19660.616260777686,4387.714285714285,5.857142857142857
12 August,S.P.S. Nellore,14818,8.738780179988913,8388,115,723,20.291888857704183,700.1428571428571,15.776597456945115,3563,169566,57168.34531209859,3235.5814842610557,19267.167933995082,4437.857142857143,6.714285714285714
13 August,S.P.S. Nellore,15500,8.973646426751888,9815,121,682,21.568627450980394,685.0,16.71663645237763,3162,172728,58234.39810497485,3370.1023774797864,18776.284674530238,4097.714285714285,6.714285714285714
14 August,S.P.S. Nellore,16169,9.152557723549624,10721,131,669,17.009916094584288,646.1428571428571,17.073723151258918,3933,176661,59560.389766702334,3015.08859161682,17877.45584916398,3784.4285714285716,6.857142857142857
15 August,S.P.S. Nellore,16741,9.281476964018406,11357,137,572,15.421946616338635,602.4285714285714,16.96435755088905,3709,180370,60810.8609269737,2943.950976405912,18108.737384873377,3551.1428571428573,6.571428571428571
16 August,S.P.S. Nellore,17164,9.322231817465878,11922,146,423,11.283008802347293,563.4285714285714,16.56933999915977,3749,184119,62074.81789107651,2701.206507439781,16434.474839198647,3400.4285714285716,7.285714285714286
17 August,S.P.S. Nellore,17645,9.40284350087394,12334,148,481,13.599095278484592,559.1428571428571,16.570702794242166,3537,187656,63267.30009487263,2285.843749431068,15029.254079961376,3374.285714285714,6.857142857142857
18 August,S.P.S. Nellore,18329,9.533593055129332,12973,155,684,14.866333405781353,604.8571428571429,16.127066351794014,4601,192257,64818.50468058536,3254.124464529302,18910.468422653183,3750.5714285714284,7.142857142857143
19 August,S.P.S. Nellore,19084,9.722101938409027,13425,170,755,18.697374938088164,609.4285714285714,15.96019304874855,4038,196295,66179.89657737041,3284.467523150068,19448.21485043232,3818.4285714285716,7.857142857142857
20 August,S.P.S. Nellore,19672,9.840772774795775,14481,179,588,16.29711751662971,596.0,15.352345906163753,3608,199903,67396.31608296736,3166.8038847206517,18728.74721602437,3882.1428571428573,8.285714285714286
21 August,S.P.S. Nellore,20433,10.002202804904913,15489,191,761,17.366499315381105,609.1428571428571,15.435852881552274,4382,204285,68873.6858927029,3217.712794184382,18546.351719203987,3946.285714285714,8.571428571428571
22 August,S.P.S. Nellore,21376,10.186517732051124,16496,201,943,16.95738176586945,662.1428571428571,15.7246573483512,5561,209846,70748.54977037048,3464.5030042999488,20723.971892887654,4210.857142857143,9.142857142857142
23 August,S.P.S. Nellore,22361,10.38785474377616,17328,217,985,18.19021237303786,742.4285714285714,16.688073983687623,5415,215261,72574.19046405326,2661.7605312327846,15748.721714369327,4448.857142857143,10.142857142857142
24 August,S.P.S. Nellore,23326,10.615659075601187,17938,227,965,21.583538358309102,811.5714285714286,17.711061229579748,4471,219732,74081.56618731377,2899.7849688579076,18361.933351808886,4582.285714285715,11.285714285714286
25 August,S.P.S. Nellore,24275,10.784910455254284,18687,233,949,17.735002803214353,849.4285714285714,18.1136903673917,5351,225083,75885.62959486623,3346.839365870532,21695.62405894375,4689.428571428572,11.142857142857142
26 August,S.P.S. Nellore,25443,11.303830142658486,19344,238,1168,,908.4285714285714,18.03181881339447,,225083,75885.62959486623,3651.281387365555,,4798.0,9.714285714285714
27 August,S.P.S. Nellore,26377,11.25260230026279,20209,249,934,10.016085790884718,957.8571428571429,16.046949717432256,9325,234408,79029.50761307341,3580.81806234622,20666.99437169977,5750.833333333333,10.0
28 August,S.P.S. Nellore,27528,11.473633317217118,21101,257,1151,20.866569978245106,1013.5714285714286,16.6306574258537,5516,239924,80889.1999614306,3548.789278246522,20677.445869669147,5939.833333333333,9.428571428571429
29 August,S.P.S. Nellore,28566,11.611345511304052,22035,268,1038,17.033147358057107,1027.142857142857,16.648236204799293,6094,246018,82943.76217515227,3556.2064703538204,20911.087421049047,6028.666666666667,9.571428571428571
30 August,S.P.S. Nellore,29594,11.783302541886984,22863,282,1028,20.023373587845736,1033.2857142857142,16.898386782201666,5134,251152,84674.6650969191,3574.7494506220664,21266.101206912015,5981.833333333333,9.285714285714286
31 August,S.P.S. Nellore,30680,11.975907659037945,23733,294,1086,21.59475044740505,1050.5714285714287,16.971659030426075,5029,256181,86370.16778362836,3372.7995382460767,19045.326460967703,6074.833333333333,9.571428571428571
01 September,S.P.S. Nellore,31739,12.122126442269131,24562,300,1059,18.75664187035069,1066.2857142857142,17.134770302634443,5646,261827,88273.68899443778,3495.5203531122875,20172.739661277064,6124.0,9.571428571428571
02 September,S.P.S. Nellore,32681,12.2675044950695,25574,311,942,20.585664335664337,1034.0,17.516940948693126,4576,266403,89816.46495275586,3503.6118354111586,20499.77040418977,5902.857142857143,10.428571428571429
03 September,S.P.S. Nellore,33663,12.414899502120598,26624,317,982,20.68674952601643,1040.857142857143,19.83016711120788,4747,271150,91416.8927224534,3438.542831924404,20978.85358530209,5248.857142857143,9.714285714285714
04 September,S.P.S. Nellore,34933,12.883274940070072,27762,325,1270,,1057.857142857143,19.647088964324603,,271150,91416.8927224534,3633.075552193095,,5204.333333333333,9.714285714285714
05 September,S.P.S. Nellore,35979,12.69302005609356,28997,338,1046,8.500609508329948,1059.0,16.4089002858135,12305,283455,95565.46312610373,3649.5956618866235,23473.05300392909,6239.5,10.0
06 September,S.P.S. Nellore,37278,12.846641877199088,30263,342,1299,19.32460577209164,1097.7142857142858,16.43561819346573,6722,290177,97831.7524599792,3639.1441639172485,24467.631036498653,6504.166666666667,8.571428571428571
07 September,S.P.S. Nellore,38227,12.946631173247173,31500,347,949,18.648064452741206,1078.142857142857,16.059869515159267,5089,295266,99547.48385243563,2821.2301615397014,19617.46168851704,6514.166666666667,7.571428571428571
08 September,S.P.S. Nellore,39269,13.070931664614053,32684,353,1042,20.178156467854375,1075.7142857142858,16.21635624174287,5164,300430,101288.50112707606,3574.0751604304937,23934.941785156312,6433.833333333333,7.571428571428571
09 September,S.P.S. Nellore,40218,13.19540139375566,33795,360,949,21.776044056906837,1076.7142857142858,16.32669011332552,4358,304788,102757.77945451273,3512.377607901602,24170.60620711093,6397.5,7.0
10 September,S.P.S. Nellore,41041,13.22444271158915,34800,369,823,14.818149081742888,1054.0,15.584813227189223,5554,310342,104630.2833165098,3430.451349625533,24351.65312354817,6532.0,7.428571428571429
11 September,S.P.S. Nellore,41819,13.260129243374534,35973,377,778,15.461049284578696,983.7142857142857,15.570730824891461,5032,315374,106326.79743850642,3371.113812767145,23983.490678949536,6317.714285714285,7.428571428571429
12 September,S.P.S. Nellore,42530,13.283360662137893,36909,384,711,14.809414705269736,935.8571428571429,17.84041394335512,4801,320175,107945.43104337642,3338.073593380089,25442.654653512614,5245.714285714285,6.571428571428571
13 September,S.P.S. Nellore,43374,13.331489165514062,37906,391,844,16.309178743961354,870.8571428571429,17.331475847951555,5175,325350,109690.15691407048,3215.0156334180915,24353.001703931313,5024.714285714285,7.0
30 January,Y.S.R. Kadapa,,,,,,,,,,,,,,,
31 January,Y.S.R. Kadapa,,,,,,,,,,,,,,,
01 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
02 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
03 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
04 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
05 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
06 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
07 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
08 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
09 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
10 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
11 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
12 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
13 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
14 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
15 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
16 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
17 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
18 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
19 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
20 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
21 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
22 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
23 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
24 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
25 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
26 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
27 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
28 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
29 February,Y.S.R. Kadapa,,,,,,,,,,,,,,,
01 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
02 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
03 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
04 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
05 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
06 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
07 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
08 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
09 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
10 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
11 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
12 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
13 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
14 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
15 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
16 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
17 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
18 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
19 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
20 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
21 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
22 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
23 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
24 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
25 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
26 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
27 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
28 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
29 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
30 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
31 March,Y.S.R. Kadapa,,,,,,,,,,,,,,,
01 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
02 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
03 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
04 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
05 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
06 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
07 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
08 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
09 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
10 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
11 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
12 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
13 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
14 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
15 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
16 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
17 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
18 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
19 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
20 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
21 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
22 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
23 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
24 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
25 April,Y.S.R. Kadapa,,,,,,,,,,,,,,,
26 April,Y.S.R. Kadapa,58,,28,,,,,,,,,,,,
27 April,Y.S.R. Kadapa,58,,28,,,,,,,,,,,,
28 April,Y.S.R. Kadapa,65,,28,,7,,7.0,,,,,28.42756725199721,,,
29 April,Y.S.R. Kadapa,69,,28,,4,,5.5,,,,,25.30746840726581,,,
30 April,Y.S.R. Kadapa,73,,28,,4,,5.0,,,,,24.61411310843661,,,
01 May,Y.S.R. Kadapa,79,,37,,6,,5.25,,,,,20.800658964876007,,,
02 May,Y.S.R. Kadapa,83,,37,,4,,5.0,,,,,21.494014263705207,,,
03 May,Y.S.R. Kadapa,83,,37,,,,5.0,,,,,,,,
04 May,Y.S.R. Kadapa,87,,37,,4,,4.833333333333333,,,,,23.22740251077821,,,
05 May,Y.S.R. Kadapa,89,,39,,2,,4.0,,,,,23.22740251077821,,,
06 May,Y.S.R. Kadapa,90,,40,,1,,3.5,,,,,20.800658964876007,,,
07 May,Y.S.R. Kadapa,96,,40,,6,,3.8333333333333335,,,,,19.413948367217607,,,
08 May,Y.S.R. Kadapa,96,,43,,,,3.4,,,,,,,,
09 May,Y.S.R. Kadapa,96,,43,,,,3.25,,,,,,,,
10 May,Y.S.R. Kadapa,97,,43,,1,,2.8,,,,,17.333882470730007,,,
11 May,Y.S.R. Kadapa,97,,45,,,,2.5,,,,,,,,
12 May,Y.S.R. Kadapa,97,,46,,,,2.6666666666666665,,,,,,,,
13 May,Y.S.R. Kadapa,97,,56,,,,3.5,,,,,,,,
14 May,Y.S.R. Kadapa,99,,56,,2,,1.5,,,,,23.574080160192807,,,
15 May,Y.S.R. Kadapa,101,,63,,2,,1.6666666666666667,,,,,35.36112024028921,,,
16 May,Y.S.R. Kadapa,102,,65,,1,,1.5,,,,,16.640527171900807,,,
17 May,Y.S.R. Kadapa,102,,68,,,,1.6666666666666667,,,,,,,,
18 May,Y.S.R. Kadapa,104,,69,,2,,1.75,,,,,18.027237769559207,,,
19 May,Y.S.R. Kadapa,104,,69,,,,1.75,,,,,,,,
20 May,Y.S.R. Kadapa,107,0.5272494333300483,76,,3,0.01478269439243126,2.0,0.01478269439243126,20294,20294,7035.476217219895,24.61411310843661,3176.2606239365664,20294.0,
21 May,Y.S.R. Kadapa,107,0.5272494333300483,76,,,,2.0,0.01478269439243126,,20294,7035.476217219895,,,20294.0,
22 May,Y.S.R. Kadapa,107,0.5272494333300483,76,,,,2.0,0.01478269439243126,,20294,7035.476217219895,,,20294.0,
23 May,Y.S.R. Kadapa,107,0.5272494333300483,76,,,,2.5,0.01478269439243126,,20294,7035.476217219895,,,20294.0,
24 May,Y.S.R. Kadapa,107,0.5272494333300483,76,,,,2.5,0.01478269439243126,,20294,7035.476217219895,,,20294.0,
25 May,Y.S.R. Kadapa,107,0.5272494333300483,76,,,,3.0,0.01478269439243126,,20294,7035.476217219895,,,20294.0,
26 May,Y.S.R. Kadapa,107,0.5272494333300483,76,,,,3.0,0.01478269439243126,,20294,7035.476217219895,,,20294.0,
27 May,Y.S.R. Kadapa,108,0.4045853000674309,95,,1,0.015625,1.0,0.015625,6400,26694,9254.213173473336,46.45480502155642,3350.2928039426956,6400.0,
28 May,Y.S.R. Kadapa,109,0.3976795942938451,99,,1,0.13986013986013987,1.0,0.028109627547434995,715,27409,9502.087692804775,44.374739125068814,3417.548267929128,3557.5,
29 May,Y.S.R. Kadapa,111,0.39733676975945015,102,,2,0.3795066413662239,1.3333333333333333,0.05234231876472128,527,27936,9684.786814046269,29.46760020024101,4034.6344838871164,2547.3333333333335,
30 May,Y.S.R. Kadapa,113,0.40449599083619703,102,,2,,1.5,0.05234231876472128,,27936,9684.786814046269,45.41477207331262,,2547.3333333333335,
31 May,Y.S.R. Kadapa,116,0.3872346107624516,105,,3,0.1485148514851485,1.8,0.0724487683709377,2020,29956,10385.075665863762,38.13454143560601,3248.369575014803,2415.5,
01 June,Y.S.R. Kadapa,119,0.3880139554599107,108,,3,0.42075736325385693,2.0,0.0963855421686747,713,30669,10632.25682989637,36.401153188533016,3663.3427213640794,2075.0,
02 June,Y.S.R. Kadapa,119,0.37100545596258766,114,,,,2.0,0.0963855421686747,1406,32075,11119.6856049733,,4287.015812660945,1963.5,
03 June,Y.S.R. Kadapa,134,0.4177708495713172,114,,15,,4.333333333333333,0.22641509433962265,,32075,11119.6856049733,62.40197689462802,,1076.2,
04 June,Y.S.R. Kadapa,148,0.46141855027279816,114,,14,,6.5,0.24539877300613497,,32075,11119.6856049733,48.881548567458616,,1166.5,
05 June,Y.S.R. Kadapa,150,0.4676539360872954,114,,2,,6.5,0.21953896816684962,,32075,11119.6856049733,47.84151561921482,,1379.6666666666667,
06 June,Y.S.R. Kadapa,150,0.4676539360872954,144,,,,7.4,0.21953896816684962,,32075,11119.6856049733,,,1379.6666666666667,
07 June,Y.S.R. Kadapa,164,0.5113016367887763,114,,14,,9.6,0.42075736325385693,,32075,11119.6856049733,68.98885223350543,,1059.5,
08 June,Y.S.R. Kadapa,173,0.46278957787170294,114,,9,0.1695873374788016,10.8,0.1695873374788016,5307,37382,12959.503890416581,53.38835800984842,4938.769793560394,3356.5,
09 June,Y.S.R. Kadapa,173,0.4366922455573506,114,,,,10.8,0.1695873374788016,2234,39616,13733.981759208798,,5229.632341419243,3770.5,
10 June,Y.S.R. Kadapa,189,0.4654713821298394,114,,16,1.6194331983805668,11.0,0.3971405877680699,988,40604,14076.499276830424,126.53734203632905,5323.235306761185,2843.0,
11 June,Y.S.R. Kadapa,213,0.5245401039229689,114,,24,800.0,13.0,0.7780247697681804,3,40607,14077.539309778667,63.095332193457224,4022.1540885081904,2133.0,
12 June,Y.S.R. Kadapa,216,0.5127961635249988,114,,3,0.19801980198019803,13.2,0.6655574043261231,1515,42122,14602.755948641787,71.76227342882223,4082.1293218569162,2009.4,
13 June,Y.S.R. Kadapa,242,0.5645104854323637,115,,26,3.4805890227576977,15.333333333333334,0.9112149532710281,747,42869,14861.724152754492,76.96243817004122,5018.852330575166,1799.0,
14 June,Y.S.R. Kadapa,247,0.5618999954502024,115,,5,0.4591368227731864,13.833333333333334,0.8601927660897503,1089,43958,15239.256112966992,101.92322892789244,5419.265015649029,1697.5714285714287,
15 June,Y.S.R. Kadapa,257,0.5709334873594881,115,,10,0.946969696969697,14.0,1.5561319007039645,1056,45014,15605.34771074881,105.39000542203844,5260.139974567727,1090.2857142857142,
16 June,Y.S.R. Kadapa,262,0.5736933149401126,122,,5,0.7633587786259542,12.714285714285714,1.47034528333058,655,45669,15832.421571115374,91.52289944545443,5515.988079835703,864.7142857142857,
17 June,Y.S.R. Kadapa,269,0.573218547562223,124,,7,0.5559968228752978,11.428571428571429,1.2650221378874131,1259,46928,16268.888731728355,121.68385494452464,5265.340139308947,903.4285714285714,
18 June,Y.S.R. Kadapa,292,0.6083840320026669,133,,23,2.153558052434457,11.285714285714286,1.0691568547841386,1068,47996,16639.14046130315,147.33800100120504,4826.792912799478,1055.5714285714287,
19 June,Y.S.R. Kadapa,315,0.6356316968339488,142,,23,1.4734144778987828,14.142857142857142,1.3315400134498991,1561,49557,17180.30427203934,161.20510697778906,6104.646728541694,1062.142857142857,
20 June,Y.S.R. Kadapa,330,0.6658998728736606,142,,15,,12.571428571428571,1.0915071770334928,,49557,17180.30427203934,170.21872586256865,,1114.6666666666667,
21 June,Y.S.R. Kadapa,388,0.7316889190616278,142,,58,1.6709881878421204,20.142857142857142,1.3891951488423373,3471,53028,18383.622393157417,165.36523877076425,8476.615205836388,1511.6666666666667,
22 June,Y.S.R. Kadapa,430,0.8108923587538659,157,,42,,24.714285714285715,1.4474669328674818,,53028,18383.622393157417,153.57819869066785,,1602.8,
23 June,Y.S.R. Kadapa,454,0.8561514671494305,175,1,24,,27.428571428571427,1.5083571137382796,,53028,18383.622393157417,160.16507402954525,,1839.75,1.0
24 June,Y.S.R. Kadapa,478,0.8700242077865347,205,1,24,1.2545739675901726,29.857142857142858,1.5974042181455135,1913,54941,19046.816736487544,172.29879175905626,12496.689228448091,2003.25,1.0
25 June,Y.S.R. Kadapa,500,0.8866977602014577,219,1,22,1.5193370165745856,29.714285714285715,1.5131657333492197,1448,56389,19548.805972839888,191.71274012627387,6616.342939077644,2098.25,1.0
26 June,Y.S.R. Kadapa,633,1.1225593644150456,244,1,133,,45.42857142857143,1.5222482435597189,,56389,19548.805972839888,209.73997789583308,,2277.3333333333335,1.0
27 June,Y.S.R. Kadapa,683,1.1591989137813985,248,1,50,1.9755037534571316,50.42857142857143,1.6447719747944034,2531,58920,20426.247103508238,275.9554089340217,8479.04194938229,2340.75,1.0
28 June,Y.S.R. Kadapa,794,1.307598563947169,280,1,111,6.159822419533851,58.0,2.6904081102157527,1802,60722,21050.96022775335,281.8489289740699,8936.656446609562,1923.5,1.0
29 June,Y.S.R. Kadapa,865,1.3846868046551088,309,1,71,4.064109902690326,62.142857142857146,2.9446033259188646,1747,62469,21656.606081280654,274.91537598577787,10475.211854711557,1888.2,1.0
30 June,Y.S.R. Kadapa,940,1.4674201504886197,347,1,75,4.7199496538703585,69.42857142857143,3.200362647325476,1589,64058,22207.476866200454,244.06106518787848,6279.718941496067,1838.3333333333333,
01 July,Y.S.R. Kadapa,1000,1.5166451808599377,380,1,60,3.196590303676079,74.57142857142857,3.538293614698927,1877,65935,22858.190814151658,227.76721566539229,9789.830141818893,1832.3333333333333,
02 July,Y.S.R. Kadapa,1101,1.664701079560918,404,1,101,49.75369458128079,85.85714285714286,4.800492358190584,203,66138,22928.566376982824,292.9426137553371,4951.943544238148,1624.8333333333333,
03 July,Y.S.R. Kadapa,1120,1.6934288911064743,426,1,19,,69.57142857142857,4.800492358190584,,66138,22928.566376982824,290.1691925600203,,1624.8333333333333,
04 July,Y.S.R. Kadapa,1193,1.7225695597556925,426,2,73,2.3404937479961525,72.85714285714286,4.749927445100126,3119,69257,24009.85396550696,265.2084018021691,8653.767484687249,1722.8333333333333,1.0
05 July,Y.S.R. Kadapa,1245,1.7976522228799976,440,4,52,,64.42857142857143,4.452255418863503,,69257,24009.85396550696,345.9842941157709,,1707.0,1.5
06 July,Y.S.R. Kadapa,1341,1.9362663701864071,455,4,96,,68.0,4.552150854449028,,69257,24009.85396550696,458.3078525261014,,1697.0,1.5
07 July,Y.S.R. Kadapa,1369,1.8606863744478424,473,4,28,0.6484483557202408,61.285714285714285,2.752968372386256,4318,73575,25506.808055679205,408.38627101039896,5629.351671194277,2379.25,1.5
08 July,Y.S.R. Kadapa,1440,1.9155304289990023,494,4,71,4.4375,62.857142857142854,2.9545454545454546,1600,75175,26061.492294742566,368.1716636783053,9583.21026276779,2310.0,1.5
