dates,state,cum_positive_cases,cum_positivity_rate,cum_recovered,cum_deceased,daily_positive_cases,daily_positivity_rate,daily_positive_cases_ma,daily_positivity_rate_ma,daily_tests,cum_tested,test_per_million,daily_cases_per_million,daily_tests_per_million,daily_tests_ma,daily_deceased_ma
20 February,Begusarai,,,,,,,,,,,,,,,
21 February,Begusarai,,,,,,,,,,,,,,,
22 February,Begusarai,,,,,,,,,,,,,,,
23 February,Begusarai,,,,,,,,,,,,,,,
24 February,Begusarai,,,,,,,,,,,,,,,
25 February,Begusarai,,,,,,,,,,,,,,,
26 February,Begusarai,,,,,,,,,,,,,,,
27 February,Begusarai,,,,,,,,,,,,,,,
28 February,Begusarai,,,,,,,,,,,,,,,
29 February,Begusarai,,,,,,,,,,,,,,,
01 March,Begusarai,,,,,,,,,,,,,,,
02 March,Begusarai,,,,,,,,,,,,,,,
03 March,Begusarai,,,,,,,,,,,,,,,
04 March,Begusarai,,,,,,,,,,,,,,,
05 March,Begusarai,,,,,,,,,,,,,,,
06 March,Begusarai,,,,,,,,,,,,,,,
07 March,Begusarai,,,,,,,,,,,,,,,
08 March,Begusarai,,,,,,,,,,,,,,,
09 March,Begusarai,,,,,,,,,,,,,,,
10 March,Begusarai,,,,,,,,,,,,,,,
11 March,Begusarai,,,,,,,,,,,,,,,
12 March,Begusarai,,,,,,,,,,,,,,,
13 March,Begusarai,,,,,,,,,,,,,,,
14 March,Begusarai,,,,,,,,,,,,,,,
15 March,Begusarai,,,,,,,,,,,,,,,
16 March,Begusarai,,,,,,,,,,,,,,,
17 March,Begusarai,,,,,,,,,,,,,,,
18 March,Begusarai,,,,,,,,,,,,,,,
19 March,Begusarai,,,,,,,,,,,,,,,
20 March,Begusarai,,,,,,,,,,,,,,,
21 March,Begusarai,,,,,,,,,,,,,,,
22 March,Begusarai,,,,,,,,,,,,,,,
23 March,Begusarai,,,,,,,,,,,,,,,
24 March,Begusarai,,,,,,,,,,,,,,,
25 March,Begusarai,,,,,,,,,,,,,,,
26 March,Begusarai,,,,,,,,,,,,,,,
27 March,Begusarai,,,,,,,,,,,,,,,
28 March,Begusarai,,,,,,,,,,,,,,,
29 March,Begusarai,,,,,,,,,,,,,,,
30 March,Begusarai,,,,,,,,,,,,,,,
31 March,Begusarai,,,,,,,,,,,,,,,
01 April,Begusarai,,,,,,,,,,,,,,,
02 April,Begusarai,,,,,,,,,,,,,,,
03 April,Begusarai,,,,,,,,,,,,,,,
04 April,Begusarai,,,,,,,,,,,,,,,
05 April,Begusarai,,,,,,,,,,,,,,,
06 April,Begusarai,,,,,,,,,,,,,,,
07 April,Begusarai,,,,,,,,,,,,,,,
08 April,Begusarai,,,,,,,,,,,,,,,
09 April,Begusarai,,,,,,,,,,,,,,,
10 April,Begusarai,,,,,,,,,,,,,,,
11 April,Begusarai,,,,,,,,,,,,,,,
12 April,Begusarai,,,,,,,,,,,,,,,
13 April,Begusarai,,,,,,,,,,,,,,,
14 April,Begusarai,,,,,,,,,,,,,,,
15 April,Begusarai,,,,,,,,,,,,,,,
16 April,Begusarai,,,,,,,,,,,,,,,
17 April,Begusarai,,,,,,,,,,,,,,,
18 April,Begusarai,,,,,,,,,,,,,,,
19 April,Begusarai,,,,,,,,,,,,,,,
20 April,Begusarai,,,,,,,,,,,,,,,
21 April,Begusarai,,,,,,,,,,,,,,,
22 April,Begusarai,,,,,,,,,,,,,,,
23 April,Begusarai,,,,,,,,,,,,,,,
24 April,Begusarai,,,,,,,,,,,,,,,
25 April,Begusarai,,,,,,,,,,,,,,,
26 April,Begusarai,9,,1,,,,,,,,,,,,
27 April,Begusarai,9,,1,,,,,,,,,,,,
28 April,Begusarai,9,,5,,,,,,,,,,,,
29 April,Begusarai,11,,5,,2,,2.0,,,,,12.455643601620041,,,
30 April,Begusarai,11,,5,,,,2.0,,,,,,,,
01 May,Begusarai,11,,5,,,,2.0,,,,,,,,
02 May,Begusarai,11,,5,,,,2.0,,,,,,,,
03 May,Begusarai,11,,5,,,,2.0,,,,,,,,
04 May,Begusarai,13,,5,,2,,2.0,,,,,3.7030291788600125,,,
05 May,Begusarai,13,,5,,,,2.0,,,,,,,,
06 May,Begusarai,13,,5,,,,2.0,,,,,,,,
07 May,Begusarai,13,,8,,,,2.0,,,,,,,,
08 May,Begusarai,14,,8,,1,,1.5,,,,,9.762531471540033,,,
09 May,Begusarai,26,,8,,12,,5.0,,,,,10.772448520320037,,,
10 May,Begusarai,31,,8,,5,,5.0,,,,,32.317345560960106,,,
11 May,Begusarai,31,,8,,,,6.0,,,,,,,,
12 May,Begusarai,40,,9,,9,,6.75,,,,,43.76307211380015,,,
13 May,Begusarai,47,,9,,7,,6.8,,,,,24.911287203240082,,,
14 May,Begusarai,47,,10,,,,6.8,,,,,,,,
15 May,Begusarai,47,,13,,,,8.25,,,,,,,,
16 May,Begusarai,54,,13,,7,,7.0,,,,,48.81265735770016,,,
17 May,Begusarai,55,,13,,1,,6.0,,,,,47.80274030892016,,,
18 May,Begusarai,70,,20,,15,,7.8,,,,,34.673818674780115,,,
19 May,Begusarai,82,,20,,12,,8.4,,,,,32.317345560960106,,,
20 May,Begusarai,82,,20,,,,8.75,,,,,,,,
21 May,Begusarai,90,,20,,8,,8.6,,,,,71.03083243086024,,,
22 May,Begusarai,125,,21,1,35,,13.0,,,,,60.2583839105402,,,1.0
23 May,Begusarai,130,,25,1,5,,12.666666666666666,,,,,76.75369570728026,,,1.0
24 May,Begusarai,139,,25,1,9,,14.0,,,,,60.595022926800205,,,1.0
25 May,Begusarai,156,,26,1,17,,14.333333333333334,,,,,54.87215965038018,,,1.0
26 May,Begusarai,157,,31,1,1,,12.5,,,,,77.76361275606025,,,1.0
27 May,Begusarai,160,,34,1,3,,11.142857142857142,,,,,22.891453105680075,,,1.0
28 May,Begusarai,180,,52,1,20,,12.857142857142858,,,,,50.159213422740166,,,1.0
29 May,Begusarai,180,,52,1,,,9.166666666666666,,,,,,,,
30 May,Begusarai,199,,52,1,19,,11.5,,,,,69.34763734956023,,,
31 May,Begusarai,246,,78,2,47,,17.833333333333332,,,,,81.46664193492028,,,1.0
01 June,Begusarai,245,,84,2,-1,,14.833333333333334,,,,,46.45618424388015,,,1.0
02 June,Begusarai,249,,85,2,4,,15.333333333333334,,,,,50.83249145526017,,,1.0
03 June,Begusarai,251,,104,2,2,,15.166666666666666,,,,,77.42697373980026,,,1.0
04 June,Begusarai,254,,111,3,3,,12.333333333333334,,,,,42.416516048760144,,,1.0
05 June,Begusarai,254,,114,3,,,12.333333333333334,,,,,,,,1.0
06 June,Begusarai,262,,114,3,8,,10.5,,,,,78.43689078858026,,,1.0
07 June,Begusarai,262,6.7265725288831835,117,3,,,3.2,,3895,3895,1311.2089683327044,,1223.6828241051041,3895.0,1.0
08 June,Begusarai,262,6.637952875601723,117,3,,,4.25,,52,3947,1328.7141971782244,,1080.6112421946036,1973.5,1.0
09 June,Begusarai,282,7.128412537917088,184,3,20,222.22222222222223,8.25,222.22222222222223,9,3956,1331.7439483245644,70.02091538208023,1100.8095831702037,1318.6666666666667,1.0
10 June,Begusarai,282,6.9957826841974695,200,3,,,10.333333333333334,222.22222222222223,75,4031,1356.9918745440646,,1311.2089683327044,1007.75,1.0
11 June,Begusarai,290,6.625542609092986,206,3,8,2.3121387283236996,12.0,7.887323943661972,346,4377,1473.468974170025,84.15975406500029,1259.7031988449241,875.4,
12 June,Begusarai,294,6.698564593301436,230,3,4,33.333333333333336,10.0,8.719346049046322,12,4389,1477.5086423651449,49.822574406480165,1160.0580500319638,731.5,
13 June,Begusarai,299,6.601898873923603,244,3,5,3.5714285714285716,9.25,7.297830374753452,140,4529,1524.6381046415452,64.97133013818022,1149.6222405279038,647.0,
14 June,Begusarai,299,6.431490643149064,249,3,,,9.25,7.297830374753452,120,4649,1565.0347865927451,,1192.712034609184,107.71428571428571,
15 June,Begusarai,308,6.358381502890174,259,3,9,4.615384615384615,9.2,6.552706552706553,195,4844,1630.6793947634455,62.95149604062021,1177.226639861224,128.14285714285714,
